city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,14,Pvt Ltd,1,75,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,Unknown,3,43,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,36,1.0
0.926,Unknown,Has relevant experience,Part time course,Graduate,STEM,9,Pvt Ltd,5,77,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,4,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,7,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,40,0.0
0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Early Stage Startup,2,45,0.0
0.7959999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,54,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,145,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,46,1.0
0.884,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,1,21,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,14,Funded Startup,3,72,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,Humanities,4,Pvt Ltd,2,76,0.0
0.895,Unknown,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,2,53,0.0
0.579,Male,Has relevant experience,Full time course,Graduate,STEM,5,Unknown,2,28,0.0
0.926,Male,No relevant experience,No enrollment,High School,Other,4,Unknown,0,46,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,39,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,2,19,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,6,1.0
0.479,Unknown,Has relevant experience,Full time course,Graduate,Other,2,Early Stage Startup,1,48,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Pvt Ltd,1,18,0.0
0.7759999999999999,Unknown,Has relevant experience,Full time course,Masters,STEM,15,Funded Startup,2,39,0.0
0.887,Unknown,Has relevant experience,No enrollment,Masters,STEM,15,Public Sector,4,24,0.0
0.624,Male,No relevant experience,Full time course,Masters,STEM,3,Unknown,0,90,0.0
0.926,Male,No relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,10,0.0
0.762,Male,No relevant experience,No enrollment,Phd,STEM,14,Public Sector,0,188,0.0
0.895,Male,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,2,10,1.0
0.743,Unknown,No relevant experience,No enrollment,Graduate,STEM,2,Unknown,1,43,1.0
0.893,Male,No relevant experience,Full time course,Graduate,STEM,10,Unknown,0,29,0.0
0.55,Male,Has relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,0,56,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,16,Pvt Ltd,1,88,0.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,16,Unknown,2,13,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,4,117,0.0
0.913,Unknown,Has relevant experience,No enrollment,Masters,STEM,12,Unknown,2,158,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Other,20,Pvt Ltd,5,74,0.0
0.924,Unknown,Has relevant experience,No enrollment,Graduate,Other,21,Unknown,2,25,0.0
0.698,Male,No relevant experience,Full time course,High School,Other,2,Unknown,1,15,1.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,18,0.0
0.743,Unknown,Has relevant experience,No enrollment,High School,Other,4,Early Stage Startup,1,14,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,188,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,52,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,Pvt Ltd,2,18,0.0
0.83,Male,No relevant experience,No enrollment,Primary School,Other,2,Unknown,1,7,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,4,74,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Unknown,5,22,1.0
0.624,Male,No relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,12,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Early Stage Startup,5,35,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,No Major,10,Unknown,0,104,0.0
0.624,Male,No relevant experience,Full time course,High School,Other,4,Unknown,0,9,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,113,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,16,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,11,Unknown,5,53,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,3,110,0.0
0.924,Unknown,No relevant experience,Full time course,Graduate,Other,5,Unknown,1,50,0.0
0.899,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,0,110,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,6,0.0
0.769,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,86,0.0
0.913,Unknown,No relevant experience,No enrollment,Primary School,Other,1,Unknown,0,160,0.0
0.6659999999999999,Male,Has relevant experience,No enrollment,Graduate,Other,16,Unknown,4,118,1.0
0.794,Male,No relevant experience,Full time course,Graduate,Other,2,Pvt Ltd,0,178,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,4,0.0
0.743,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,3,157,0.0
0.8270000000000001,Unknown,No relevant experience,Full time course,Graduate,STEM,8,Unknown,3,88,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,168,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,29,0.0
0.897,Male,Has relevant experience,Part time course,Graduate,STEM,3,Pvt Ltd,1,31,0.0
0.893,Male,Has relevant experience,No enrollment,Masters,STEM,17,Pvt Ltd,5,7,0.0
0.7759999999999999,Female,No relevant experience,No enrollment,Masters,STEM,1,Unknown,1,49,1.0
0.91,Male,No relevant experience,Full time course,High School,Other,8,Unknown,0,64,0.0
0.764,Unknown,Has relevant experience,No enrollment,Masters,STEM,4,Unknown,1,24,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,34,1.0
0.836,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,81,0.0
0.939,Male,Has relevant experience,Part time course,Graduate,STEM,9,Early Stage Startup,1,114,0.0
0.924,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,58,0.0
0.924,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,35,0.0
0.855,Female,Has relevant experience,No enrollment,Masters,STEM,6,Funded Startup,1,45,0.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,0,Unknown,5,70,0.0
0.624,Unknown,No relevant experience,No enrollment,Masters,STEM,2,Unknown,0,14,1.0
0.55,Unknown,Has relevant experience,No enrollment,Graduate,STEM,1,Pvt Ltd,1,145,1.0
0.884,Unknown,Has relevant experience,No enrollment,Masters,STEM,14,NGO,5,65,1.0
0.682,Male,Has relevant experience,No enrollment,Graduate,Humanities,5,Unknown,1,20,0.0
0.7759999999999999,Female,No relevant experience,No enrollment,Masters,STEM,1,Pvt Ltd,0,19,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,8,Unknown,4,130,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Unknown,1,32,1.0
0.926,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Funded Startup,1,19,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,3,94,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Funded Startup,1,45,0.0
0.926,Unknown,Has relevant experience,Full time course,Phd,STEM,2,Pvt Ltd,0,47,0.0
0.926,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,61,0.0
0.887,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Unknown,1,36,0.0
0.762,Male,Has relevant experience,No enrollment,Graduate,Other,21,Pvt Ltd,0,172,0.0
0.754,Male,Has relevant experience,Part time course,Graduate,STEM,11,Pvt Ltd,5,91,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,Arts,1,Funded Startup,1,62,1.0
0.924,Male,No relevant experience,Full time course,High School,Other,3,Unknown,3,99,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,1,304,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,Business Degree,21,Pvt Ltd,5,168,0.0
0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,1,79,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,13,Unknown,2,84,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,232,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,68,0.0
0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,4,14,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,2,Pvt Ltd,2,149,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,13,1.0
0.74,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,1,7,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,50,0.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,5,Unknown,1,37,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,5,7,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,2,13,1.0
0.8959999999999999,Unknown,No relevant experience,No enrollment,Primary School,Other,5,Unknown,0,9,0.0
0.92,Male,Has relevant experience,Part time course,Graduate,STEM,17,Unknown,1,77,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,55,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,57,0.0
0.8270000000000001,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,47,0.0
0.7879999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,126,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,3,136,1.0
0.926,Male,No relevant experience,No enrollment,High School,Other,5,Pvt Ltd,1,62,0.0
0.887,Male,No relevant experience,No enrollment,High School,Other,3,Unknown,0,12,0.0
0.83,Male,No relevant experience,Full time course,Primary School,Other,8,Pvt Ltd,0,10,0.0
0.624,Unknown,Has relevant experience,Part time course,Graduate,STEM,11,Pvt Ltd,5,109,1.0
0.939,Male,No relevant experience,Part time course,Graduate,STEM,11,Public Sector,1,26,0.0
0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,5,Unknown,1,31,0.0
0.939,Unknown,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,5,38,0.0
0.926,Male,No relevant experience,Part time course,High School,Other,4,Unknown,0,59,0.0
0.8959999999999999,Male,No relevant experience,No enrollment,High School,Other,2,Unknown,1,174,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,4,Pvt Ltd,0,6,0.0
0.893,Male,Has relevant experience,Part time course,Graduate,Humanities,17,Pvt Ltd,5,26,0.0
0.926,Other,Has relevant experience,No enrollment,Graduate,Other,21,Unknown,0,154,0.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,1,122,0.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,7,Unknown,1,87,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,34,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,2,101,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,23,1.0
0.92,Male,No relevant experience,No enrollment,Masters,Humanities,14,Public Sector,1,45,1.0
0.91,Male,Has relevant experience,Full time course,Graduate,STEM,15,Pvt Ltd,1,37,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,45,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,36,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Public Sector,3,37,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,47,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,Other,10,Pvt Ltd,1,39,0.0
0.925,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,1,17,0.0
0.91,Male,No relevant experience,Part time course,High School,Other,6,Pvt Ltd,1,250,0.0
0.769,Unknown,Has relevant experience,No enrollment,Graduate,Humanities,8,Pvt Ltd,1,56,0.0
0.884,Male,Has relevant experience,No enrollment,Masters,STEM,2,Pvt Ltd,2,10,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Unknown,1,99,0.0
0.698,Male,No relevant experience,No enrollment,Masters,STEM,12,NGO,1,157,0.0
0.92,Female,No relevant experience,No enrollment,Phd,STEM,8,Public Sector,1,3,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,No Major,16,Pvt Ltd,3,53,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,5,Unknown,5,29,1.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,142,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Pvt Ltd,2,55,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,1,202,0.0
0.878,Male,No relevant experience,No enrollment,Primary School,Other,6,Pvt Ltd,3,12,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,22,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,5,54,0.0
0.743,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,128,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Funded Startup,0,56,1.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,1,Funded Startup,1,139,1.0
0.926,Male,Has relevant experience,Part time course,Graduate,STEM,6,Unknown,1,118,0.0
0.915,Male,No relevant experience,No enrollment,Graduate,STEM,2,Public Sector,1,31,0.0
0.939,Unknown,No relevant experience,Full time course,Graduate,STEM,0,Unknown,1,94,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,Other,12,Unknown,1,40,1.0
0.804,Male,No relevant experience,No enrollment,Masters,STEM,18,Unknown,1,149,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,14,0.0
0.5579999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,80,0.0
0.624,Female,No relevant experience,Full time course,High School,Other,3,Unknown,0,55,0.0
0.83,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,43,0.0
0.899,Male,Has relevant experience,Full time course,High School,Other,8,Pvt Ltd,4,63,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,108,0.0
0.924,Male,Has relevant experience,No enrollment,High School,Other,14,Pvt Ltd,1,38,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,110,0.0
0.89,Male,Has relevant experience,No enrollment,Graduate,Business Degree,21,Unknown,1,86,1.0
0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,44,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,21,0.0
0.91,Unknown,Has relevant experience,Part time course,Graduate,Humanities,6,Pvt Ltd,4,23,1.0
0.926,Unknown,No relevant experience,No enrollment,Graduate,Other,8,Unknown,1,86,0.0
0.92,Male,Has relevant experience,Part time course,Masters,STEM,11,Public Sector,5,102,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,6,NGO,1,31,0.0
0.754,Male,Has relevant experience,No enrollment,High School,Other,7,Pvt Ltd,2,48,0.0
0.804,Male,No relevant experience,Part time course,Masters,STEM,7,Unknown,5,139,1.0
0.913,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,1,15,1.0
0.92,Unknown,Has relevant experience,Part time course,Graduate,STEM,9,NGO,1,136,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,286,0.0
0.887,Male,Has relevant experience,No enrollment,Graduate,Other,6,Unknown,1,106,1.0
0.939,Male,No relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,5,98,0.0
0.91,Male,No relevant experience,No enrollment,Masters,STEM,21,Unknown,3,156,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,47,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,13,Pvt Ltd,5,2,1.0
0.887,Male,No relevant experience,No enrollment,Graduate,Humanities,15,Public Sector,5,86,0.0
0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,68,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Pvt Ltd,2,110,0.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,4,28,1.0
0.926,Unknown,Has relevant experience,Full time course,Masters,STEM,4,Unknown,2,24,0.0
0.555,Unknown,Has relevant experience,No enrollment,Masters,STEM,19,Pvt Ltd,2,57,1.0
0.836,Unknown,Has relevant experience,No enrollment,Masters,STEM,11,Unknown,0,144,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,5,Pvt Ltd,0,25,0.0
0.903,Male,No relevant experience,No enrollment,High School,Other,7,Pvt Ltd,1,41,0.0
0.887,Unknown,No relevant experience,Full time course,Masters,Humanities,6,NGO,3,88,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,110,0.0
0.6659999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,42,0.0
0.843,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,0,27,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,Other,3,Unknown,1,17,1.0
0.55,Female,Has relevant experience,No enrollment,Graduate,STEM,9,Funded Startup,1,23,0.0
0.926,Unknown,Has relevant experience,No enrollment,Graduate,STEM,11,Other,2,26,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,134,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,68,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,34,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Business Degree,12,Pvt Ltd,1,113,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,19,Pvt Ltd,1,16,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Business Degree,6,Unknown,1,24,1.0
0.926,Female,Has relevant experience,Part time course,High School,Other,1,Pvt Ltd,1,35,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,14,Funded Startup,1,54,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,3,Unknown,2,28,0.0
0.764,Male,Has relevant experience,No enrollment,High School,Other,4,Pvt Ltd,1,114,0.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,7,Public Sector,4,46,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,0,63,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,2,17,0.0
0.7659999999999999,Male,Has relevant experience,Full time course,High School,Other,6,Unknown,1,131,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,NGO,1,20,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,2,84,1.0
0.804,Unknown,Has relevant experience,No enrollment,Graduate,Other,15,Pvt Ltd,5,21,0.0
0.926,Male,Has relevant experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,41,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,1,10,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Unknown,0,9,0.0
0.893,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,2,58,0.0
0.6890000000000001,Male,Has relevant experience,Full time course,Graduate,STEM,16,Early Stage Startup,4,51,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,Funded Startup,1,113,0.0
0.897,Female,Has relevant experience,No enrollment,Masters,STEM,12,Unknown,5,35,0.0
0.55,Male,Has relevant experience,Part time course,Masters,STEM,9,Pvt Ltd,3,10,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,56,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,Humanities,21,NGO,1,67,0.0
0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,1,11,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,Humanities,17,Unknown,4,34,1.0
0.92,Unknown,Has relevant experience,Full time course,Graduate,STEM,18,Public Sector,3,68,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,102,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,70,0.0
0.897,Male,No relevant experience,No enrollment,High School,Other,4,Unknown,0,42,0.0
0.624,Male,No relevant experience,No enrollment,Masters,STEM,2,Unknown,0,58,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,18,Early Stage Startup,1,178,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,Other,5,Unknown,0,94,0.0
0.887,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,12,1.0
0.913,Female,Has relevant experience,No enrollment,Masters,STEM,5,Early Stage Startup,1,78,0.0
0.836,Male,Has relevant experience,Part time course,High School,Other,9,Pvt Ltd,2,8,0.0
0.855,Female,No relevant experience,Full time course,High School,Other,3,Unknown,0,56,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,2,128,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Public Sector,5,20,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,2,45,0.0
0.8959999999999999,Male,No relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,0,72,0.0
0.91,Female,Has relevant experience,No enrollment,High School,Other,2,Unknown,1,25,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Arts,10,NGO,2,188,0.0
0.926,Male,Has relevant experience,Full time course,Graduate,STEM,6,Funded Startup,1,54,0.0
0.722,Male,No relevant experience,Part time course,High School,Other,1,Unknown,0,56,1.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,NGO,5,70,0.0
0.866,Unknown,Has relevant experience,No enrollment,Masters,STEM,10,Early Stage Startup,1,141,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Funded Startup,2,17,0.0
0.884,Unknown,Has relevant experience,Full time course,Primary School,Other,4,Early Stage Startup,1,46,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,135,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,Business Degree,4,Funded Startup,1,34,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,2,26,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,5,46,0.0
0.6890000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,0,34,0.0
0.865,Male,Has relevant experience,Full time course,Graduate,STEM,11,Unknown,2,20,1.0
0.897,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,2,30,0.0
0.924,Male,No relevant experience,No enrollment,Masters,STEM,13,Unknown,2,30,0.0
0.624,Male,No relevant experience,Full time course,High School,Other,0,Unknown,0,200,0.0
0.769,Male,Has relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,1,11,0.0
0.949,Male,Has relevant experience,No enrollment,High School,Other,2,Unknown,1,20,0.0
0.926,Unknown,Has relevant experience,Part time course,Graduate,STEM,10,Early Stage Startup,1,4,0.0
0.92,Male,Has relevant experience,No enrollment,Primary School,Other,8,Unknown,1,180,0.0
0.738,Unknown,Has relevant experience,Full time course,Graduate,STEM,10,Unknown,1,102,1.0
0.92,Female,No relevant experience,No enrollment,Graduate,Humanities,2,Unknown,1,74,1.0
0.698,Unknown,No relevant experience,No enrollment,Graduate,STEM,8,Unknown,0,200,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,28,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Unknown,2,68,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,50,0.0
0.92,Female,Has relevant experience,No enrollment,Phd,STEM,5,Pvt Ltd,2,82,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,22,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,25,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,72,1.0
0.913,Male,No relevant experience,No enrollment,Graduate,STEM,1,Pvt Ltd,0,52,0.0
0.7959999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,3,20,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,141,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Funded Startup,1,8,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,11,1.0
0.764,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,62,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,1,77,1.0
0.836,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,180,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,7,0.0
0.91,Male,No relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,0,72,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,Early Stage Startup,1,40,0.0
0.921,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,5,200,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Unknown,1,49,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,0,Early Stage Startup,1,33,0.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,7,Unknown,0,44,0.0
0.91,Unknown,No relevant experience,No enrollment,High School,Other,2,Unknown,0,157,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,3,51,0.0
